"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",Sales,Quantity,Discount,Profit
7938,CA-2017-166093,8/17/2017,8/24/2017,"Standard Class",RW-19540,"Rick Wilson",Corporate,"United States",Brentwood,California,94513,West,OFF-AP-10001058,"Office Supplies",Appliances,"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",2518.29,9,0,654.7554
8101,CA-2016-169663,3/10/2016,3/13/2016,"First Class",RH-19510,"Rick Huthwaite","Home Office","United States","Los Angeles",California,90045,West,TEC-MA-10000984,Technology,Machines,"Okidata MB760 Printer",3357.6,3,0.2,377.73
8103,CA-2015-149846,5/22/2015,5/26/2015,"Standard Class",SB-20185,"Sarah Brown",Consumer,"United States","Los Angeles",California,90045,West,TEC-MA-10004002,Technology,Machines,"Zebra GX420t Direct Thermal/Thermal Transfer Printer",2973.32,7,0.2,334.4985
8154,CA-2017-140151,3/23/2017,3/25/2017,"First Class",RB-19360,"Raymond Buch",Consumer,"United States",Seattle,Washington,98115,West,TEC-CO-10004722,Technology,Copiers,"Canon imageCLASS 2200 Advanced Copier",13999.96,4,0,6719.9808
8169,CA-2017-107174,11/6/2017,11/13/2017,"Standard Class",AB-10060,"Adam Bellavance","Home Office","United States",Seattle,Washington,98105,West,FUR-TA-10004575,Furniture,Tables,"Hon 5100 Series Wood Tables",2036.86,7,0,366.6348
8205,CA-2015-114811,11/8/2015,11/8/2015,"Same Day",KD-16495,"Keith Dawkins",Corporate,"United States","New York City","New York",10024,East,TEC-MA-10000045,Technology,Machines,"Zebra ZM400 Thermal Label Printer",4643.8,4,0,2229.024
8237,CA-2017-102204,5/1/2017,5/6/2017,"Standard Class",CJ-12010,"Caroline Jumper",Consumer,"United States",Jacksonville,Florida,32216,South,FUR-CH-10002024,Furniture,Chairs,"HON 5400 Series Task Chairs for Big and Tall",2803.92,5,0.2,0
8270,CA-2017-121790,1/30/2017,2/6/2017,"Standard Class",LP-17095,"Liz Preis",Consumer,"United States",Aurora,Illinois,60505,Central,TEC-PH-10002584,Technology,Phones,"Samsung Galaxy S4",2003.168,4,0.2,250.396
8272,CA-2016-169670,12/25/2016,12/31/2016,"Standard Class",JE-15715,"Joe Elijah",Consumer,"United States","New York City","New York",10009,East,FUR-CH-10002331,Furniture,Chairs,"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",2563.056,8,0.1,313.2624
8313,US-2017-105935,1/26/2017,1/31/2017,"Standard Class",BD-11500,"Bradley Drucker",Consumer,"United States",Columbus,Georgia,31907,South,TEC-PH-10001459,Technology,Phones,"Samsung Galaxy Mega 6.3",2939.93,7,0,764.3818
8425,CA-2017-150091,10/12/2017,10/16/2017,"Standard Class",NP-18670,"Nora Paige",Consumer,"United States",Lakewood,"New Jersey",8701,East,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",2154.9,5,0,129.294
8469,US-2016-164196,11/11/2016,11/17/2016,"Standard Class",AS-10285,"Alejandro Savely",Corporate,"United States",Noblesville,Indiana,46060,Central,FUR-TA-10001950,Furniture,Tables,"Balt Solid Wood Round Tables",2678.94,6,0,241.1046
8489,CA-2016-158841,2/2/2016,2/4/2016,"Second Class",SE-20110,"Sanjit Engle",Consumer,"United States",Arlington,Virginia,22204,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24" Color"",8749.95,5,0,2799.984
8681,CA-2016-143805,12/1/2016,12/3/2016,"Second Class",JD-15895,"Jonathan Doherty",Corporate,"United States",Richmond,Virginia,23223,South,OFF-AP-10002945,"Office Supplies",Appliances,"Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",2104.55,7,0,694.5015
8700,CA-2017-119284,6/15/2017,6/20/2017,"Standard Class",TS-21205,"Thomas Seio",Corporate,"United States",Nashville,Tennessee,37211,South,TEC-PH-10000560,Technology,Phones,"Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",2239.936,8,0.2,223.9936
8750,US-2015-163825,6/16/2015,6/19/2015,"First Class",LC-16885,"Lena Creighton",Consumer,"United States","New York City","New York",10009,East,OFF-BI-10003527,"Office Supplies",Binders,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",3050.376,3,0.2,1143.891
8859,CA-2017-135909,10/13/2017,10/20/2017,"Standard Class",JW-15220,"Jane Waco",Corporate,"United States",Sacramento,California,95823,West,OFF-BI-10003527,"Office Supplies",Binders,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",5083.96,5,0.2,1906.485
8893,CA-2015-111038,12/1/2015,12/6/2015,"Standard Class",LC-16960,"Lindsay Castell","Home Office","United States","San Diego",California,92037,West,FUR-CH-10003973,Furniture,Chairs,"GuestStacker Chair with Chrome Finish Legs",2676.672,9,0.2,267.6672
8991,US-2015-128587,12/24/2015,12/30/2015,"Standard Class",HM-14860,"Harry Marie",Corporate,"United States",Springfield,Missouri,65807,Central,TEC-CO-10003763,Technology,Copiers,"Canon PC1060 Personal Laser Copier",4899.93,7,0,2302.9671
9040,CA-2016-117121,12/17/2016,12/21/2016,"Standard Class",AB-10105,"Adrian Barton",Consumer,"United States",Detroit,Michigan,48205,Central,OFF-BI-10000545,"Office Supplies",Binders,"GBC Ibimaster 500 Manual ProClick Binding System",9892.74,13,0,4946.37
9057,CA-2015-160227,11/2/2015,11/4/2015,"First Class",ED-13885,"Emily Ducich","Home Office","United States","New York City","New York",10011,East,FUR-CH-10002073,Furniture,Chairs,"Hon Olson Stacker Chairs",2621.322,11,0.1,553.3902
9166,CA-2016-100300,6/24/2016,6/26/2016,"Second Class",MJ-17740,"Max Jones",Consumer,"United States","San Diego",California,92037,West,TEC-MA-10000984,Technology,Machines,"Okidata MB760 Printer",4476.8,4,0.2,503.64
9271,US-2017-102183,8/21/2017,8/28/2017,"Standard Class",PK-19075,"Pete Kriz",Consumer,"United States","New York City","New York",10035,East,OFF-BI-10001359,"Office Supplies",Binders,"GBC DocuBind TL300 Electric Binding System",4305.552,6,0.2,1453.1238
9413,CA-2015-164777,1/27/2015,1/29/2015,"First Class",SC-20305,"Sean Christensen",Consumer,"United States","Los Angeles",California,90036,West,FUR-CH-10002024,Furniture,Chairs,"HON 5400 Series Task Chairs for Big and Tall",2803.92,5,0.2,0
9426,CA-2014-116246,9/12/2014,9/17/2014,"Second Class",LW-17215,"Luke Weiss",Consumer,"United States","New York City","New York",10035,East,FUR-CH-10002024,Furniture,Chairs,"HON 5400 Series Task Chairs for Big and Tall",3785.292,6,0.1,420.588
9491,CA-2017-111738,1/3/2017,1/7/2017,"Standard Class",CM-12385,"Christopher Martinez",Consumer,"United States","San Francisco",California,94110,West,OFF-BI-10004584,"Office Supplies",Binders,"GBC ProClick 150 Presentation Binding System",2022.272,8,0.2,682.5168
9616,CA-2014-128524,11/11/2014,11/13/2014,"First Class",MZ-17515,"Mary Zewe",Corporate,"United States",Seattle,Washington,98115,West,OFF-BI-10003527,"Office Supplies",Binders,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",2033.584,2,0.2,762.594
9640,CA-2015-116638,1/28/2015,1/31/2015,"Second Class",JH-15985,"Joseph Holt",Consumer,"United States",Concord,"North Carolina",28027,South,FUR-TA-10000198,Furniture,Tables,"Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",4297.644,13,0.4,-1862.3124
9650,CA-2016-107104,11/26/2016,11/30/2016,"Standard Class",MS-17365,"Maribeth Schnelling",Consumer,"United States","Los Angeles",California,90045,West,FUR-BO-10002213,Furniture,Bookcases,"DMI Eclipse Executive Suite Bookcases",3406.664,8,0.15,160.3136
9661,CA-2016-160717,6/6/2016,6/11/2016,"Standard Class",ME-17320,"Maria Etezadi","Home Office","United States","Santa Barbara",California,93101,West,TEC-PH-10001459,Technology,Phones,"Samsung Galaxy Mega 6.3",3023.928,9,0.2,226.7946
9742,CA-2015-117086,11/8/2015,11/12/2015,"Standard Class",QJ-19255,"Quincy Jones",Corporate,"United States",Burlington,Vermont,5408,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4404.9,5,0,1013.127
9775,CA-2014-169019,7/26/2014,7/30/2014,"Standard Class",LF-17185,"Luke Foster",Consumer,"United States","San Antonio",Texas,78207,Central,OFF-BI-10004995,"Office Supplies",Binders,"GBC DocuBind P400 Electric Binding System",2177.584,8,0.8,-3701.8928
9858,CA-2015-164301,3/26/2015,3/30/2015,"Standard Class",EB-13840,"Ellis Ballard",Corporate,"United States",Seattle,Washington,98103,West,FUR-TA-10001889,Furniture,Tables,"Bush Advantage Collection Racetrack Conference Table",3393.68,8,0,610.8624
9930,CA-2016-129630,9/4/2016,9/4/2016,"Same Day",IM-15055,"Ionia McGrath",Consumer,"United States","San Francisco",California,94122,West,TEC-CO-10003763,Technology,Copiers,"Canon PC1060 Personal Laser Copier",2799.96,5,0.2,944.9865
9949,CA-2017-121559,6/1/2017,6/3/2017,"Second Class",HW-14935,"Helen Wasserman",Corporate,"United States",Indianapolis,Indiana,46203,Central,OFF-AP-10002945,"Office Supplies",Appliances,"Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",2405.2,8,0,793.716
